model,n_samples,split,strategy,metric,score,similar
yolo11m,64,test_a02,bo_exploration,precision,0.7956,True
yolo11m,64,test_a02,bo_exploitation,precision,0.6012,True
yolo11m,64,test_a02,grid_search,precision,0.6198,True
yolo11m,64,test_a03,baseline,precision,0.7756,True
yolo11m,64,test_a03,bo_exploration,precision,0.7843,True
yolo11m,64,test_a03,bo_exploitation,precision,0.7671,True
yolo11m,64,test_a03,grid_search,precision,0.7746,True
yolo11m,64,test_b01,baseline,precision,0.6313,False
yolo11m,64,test_b01,bo_exploration,precision,0.7347,False
yolo11m,64,test_b01,bo_exploitation,precision,0.772,False
yolo11m,64,test_b01,grid_search,precision,0.7426,False
yolo11m,64,test_b02,baseline,precision,0.6648,False
yolo11m,64,test_b02,bo_exploration,precision,0.6567,False
yolo11m,64,test_b02,bo_exploitation,precision,0.6567,False
yolo11m,64,test_b02,grid_search,precision,0.6567,False
yolo11m,64,test_b03,baseline,precision,0.0531,False
yolo11m,64,test_b03,bo_exploration,precision,0.1951,False
yolo11m,64,test_b03,bo_exploitation,precision,0.1972,False
yolo11m,64,test_b03,grid_search,precision,0.1951,False
yolo11m,256,test_a01,baseline,precision,0.9115,True
yolo11m,256,test_a01,bo_exploration,precision,0.9211,True
yolo11m,256,test_a01,bo_exploitation,precision,0.9125,True
yolo11m,256,test_a01,grid_search,precision,0.9136,True
yolo11m,256,test_a02,baseline,precision,0.7514,True
yolo11m,256,test_a02,bo_exploration,precision,0.7627,True
yolo11m,256,test_a02,bo_exploitation,precision,0.7595,True
yolo11m,256,test_a02,grid_search,precision,0.871,True
yolo11m,256,test_a03,baseline,precision,0.8129,True
yolo11m,256,test_a03,bo_exploration,precision,0.7899,True
yolo11m,256,test_a03,bo_exploitation,precision,0.7899,True
yolo11m,256,test_a03,grid_search,precision,0.7899,True
yolo11m,256,test_b01,baseline,precision,0.6361,False
yolo11m,256,test_b01,bo_exploration,precision,0.6069,False
yolo11m,256,test_b01,bo_exploitation,precision,0.6069,False
yolo11m,256,test_b01,grid_search,precision,0.6893,False
yolo11m,256,test_b02,baseline,precision,0.7233,False
yolo11m,256,test_b02,bo_exploration,precision,0.6999,False
yolo11m,256,test_b02,bo_exploitation,precision,0.6356,False
yolo11m,256,test_b02,grid_search,precision,0.6626,False
yolo11m,256,test_b03,baseline,precision,0.8652,False
yolo11m,256,test_b03,bo_exploration,precision,0.329,False
yolo11m,256,test_b03,bo_exploitation,precision,0.45,False
yolo11m,256,test_b03,grid_search,precision,0.236,False
yolo11m,1024,test_a01,baseline,precision,0.9297,True
yolo11m,1024,test_a01,bo_exploration,precision,0.9129,True
yolo11m,1024,test_a01,bo_exploitation,precision,0.9097,True
yolo11m,1024,test_a01,grid_search,precision,0.9257,True
yolo11m,1024,test_a02,baseline,precision,0.8627,True
yolo11m,1024,test_a02,bo_exploration,precision,0.7701,True
yolo11m,1024,test_a02,bo_exploitation,precision,0.7923,True
yolo11m,1024,test_a02,grid_search,precision,0.8603,True
yolo11m,1024,test_a03,baseline,precision,0.8761,True
yolo11m,1024,test_a03,bo_exploration,precision,0.9006,True
yolo11m,1024,test_a03,bo_exploitation,precision,0.9006,True
yolo11m,1024,test_a03,grid_search,precision,0.9006,True
yolo11m,1024,test_b01,baseline,precision,0.8051,False
yolo11m,1024,test_b01,bo_exploration,precision,0.8425,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.8432,False
yolo11m,1024,test_b01,grid_search,precision,0.6411,False
yolo11m,1024,test_b02,baseline,precision,0.6745,False
yolo11m,1024,test_b02,bo_exploration,precision,0.7774,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.7774,False
yolo11m,1024,test_b02,grid_search,precision,0.7774,False
yolo11m,1024,test_b03,baseline,precision,0.4562,False
yolo11m,1024,test_b03,bo_exploration,precision,0.8,False
yolo11m,1024,test_b03,bo_exploitation,precision,0.7527,False
yolo11m,1024,test_b03,grid_search,precision,0.2784,False
yolo11n,64,test_a01,baseline,precision,0.888,True
yolo11n,64,test_a01,bo_exploration,precision,0.8789,True
yolo11n,64,test_a01,bo_exploitation,precision,0.8757,True
yolo11n,64,test_a01,grid_search,precision,0.8609,True
yolo11n,64,test_a02,baseline,precision,0.7513,True
yolo11n,64,test_a02,bo_exploration,precision,0.6625,True
yolo11n,64,test_a02,bo_exploitation,precision,0.6978,True
yolo11n,64,test_a02,grid_search,precision,0.6765,True
yolo11n,64,test_a03,baseline,precision,0.7288,True
yolo11n,64,test_a03,bo_exploration,precision,0.743,True
yolo11n,64,test_a03,bo_exploitation,precision,0.6792,True
yolo11n,64,test_a03,grid_search,precision,0.6235,True
yolo11n,64,test_b01,baseline,precision,0.5326,False
yolo11n,64,test_b01,bo_exploration,precision,0.6579,False
yolo11n,64,test_b01,bo_exploitation,precision,0.6544,False
yolo11n,64,test_b01,grid_search,precision,0.6664,False
yolo11n,64,test_b02,baseline,precision,0.6832,False
yolo11n,64,test_b02,bo_exploration,precision,0.6398,False
yolo11n,64,test_b02,bo_exploitation,precision,0.5575,False
yolo11n,64,test_b02,grid_search,precision,0.6224,False
yolo11n,64,test_b03,baseline,precision,0.3202,False
yolo11n,64,test_b03,bo_exploration,precision,0.1644,False
yolo11n,64,test_b03,bo_exploitation,precision,0.6056,False
yolo11n,64,test_b03,grid_search,precision,0.1708,False
yolo11n,256,test_a01,baseline,precision,0.9449,True
yolo11n,256,test_a01,bo_exploration,precision,0.8264,True
yolo11n,256,test_a01,bo_exploitation,precision,0.8204,True
yolo11n,256,test_a01,grid_search,precision,0.8138,True
yolo11n,256,test_a02,baseline,precision,0.8544,True
yolo11n,256,test_a02,bo_exploration,precision,0.7903,True
yolo11n,256,test_a02,bo_exploitation,precision,0.766,True
yolo11n,256,test_a02,grid_search,precision,0.7287,True
yolo11n,256,test_a03,baseline,precision,0.836,True
yolo11n,256,test_a03,bo_exploration,precision,0.823,True
yolo11n,256,test_a03,bo_exploitation,precision,0.8098,True
yolo11n,256,test_a03,grid_search,precision,0.6593,True
yolo11n,256,test_b01,baseline,precision,0.6675,False
yolo11n,256,test_b01,bo_exploration,precision,0.5352,False
yolo11n,256,test_b01,bo_exploitation,precision,0.5311,False
yolo11n,256,test_b01,grid_search,precision,0.4964,False
yolo11n,256,test_b02,baseline,precision,0.8161,False
yolo11n,256,test_b02,bo_exploration,precision,0.6843,False
yolo11n,256,test_b02,bo_exploitation,precision,0.7085,False
yolo11n,256,test_b02,grid_search,precision,0.7061,False
yolo11n,256,test_b03,baseline,precision,0.6778,False
yolo11n,256,test_b03,bo_exploration,precision,0.2865,False
yolo11n,256,test_b03,bo_exploitation,precision,0.3906,False
yolo11n,256,test_b03,grid_search,precision,0.1978,False
yolo11n,1024,test_a01,baseline,precision,0.9496,True
yolo11n,1024,test_a01,bo_exploration,precision,0.919,True
yolo11n,1024,test_a01,bo_exploitation,precision,0.9229,True
yolo11n,1024,test_a01,grid_search,precision,0.9065,True
yolo11n,1024,test_a02,baseline,precision,0.8287,True
yolo11n,1024,test_a02,bo_exploration,precision,0.7913,True
yolo11n,1024,test_a02,bo_exploitation,precision,0.7881,True
yolo11n,1024,test_a02,grid_search,precision,0.7779,True
yolo11n,1024,test_a03,baseline,precision,0.8401,True
yolo11n,1024,test_a03,bo_exploration,precision,0.8274,True
yolo11n,1024,test_a03,bo_exploitation,precision,0.8036,True
yolo11n,1024,test_a03,grid_search,precision,0.7676,True
yolo11n,1024,test_b01,baseline,precision,0.7345,False
yolo11n,1024,test_b01,bo_exploration,precision,0.7685,False
yolo11n,1024,test_b01,bo_exploitation,precision,0.6552,False
yolo11n,1024,test_b01,grid_search,precision,0.6292,False
yolo11n,1024,test_b02,baseline,precision,0.8687,False
yolo11n,1024,test_b02,bo_exploration,precision,0.791,False
yolo11n,1024,test_b02,bo_exploitation,precision,0.8605,False
yolo11n,1024,test_b02,grid_search,precision,0.8085,False
yolo11n,1024,test_b03,baseline,precision,0.8028,False
yolo11n,1024,test_b03,bo_exploration,precision,0.6429,False
yolo11n,1024,test_b03,bo_exploitation,precision,0.4275,False
yolo11n,1024,test_b03,grid_search,precision,0.481,False
yolo11m,64,test_a01,baseline,precision,0.8979,True
yolo11m,64,test_a01,bo_exploration,precision,0.834,True
yolo11m,64,test_a01,bo_exploitation,precision,0.8768,True
yolo11m,64,test_a01,grid_search,precision,0.8161,True
yolo11m,64,test_a02,baseline,precision,0.7099,True
yolo11m,64,test_a02,bo_exploration,precision,0.5077,True
yolo11m,64,test_a02,bo_exploitation,precision,0.5461,True
yolo11m,64,test_a02,grid_search,precision,0.5077,True
yolo11m,64,test_a03,baseline,precision,0.7552,True
yolo11m,64,test_a03,bo_exploration,precision,0.7806,True
yolo11m,64,test_a03,bo_exploitation,precision,0.6799,True
yolo11m,64,test_a03,grid_search,precision,0.6173,True
yolo11m,64,test_b01,baseline,precision,0.5007,False
yolo11m,64,test_b01,bo_exploration,precision,0.6678,False
yolo11m,64,test_b01,bo_exploitation,precision,0.5903,False
yolo11m,64,test_b01,grid_search,precision,0.5928,False
yolo11m,64,test_b02,baseline,precision,0.678,False
yolo11m,64,test_b02,bo_exploration,precision,0.5779,False
yolo11m,64,test_b02,bo_exploitation,precision,0.5707,False
yolo11m,64,test_b02,grid_search,precision,0.5611,False
yolo11m,64,test_b03,baseline,precision,0.1649,False
yolo11m,64,test_b03,bo_exploration,precision,0.3273,False
yolo11m,64,test_b03,bo_exploitation,precision,0.3958,False
yolo11m,64,test_b03,grid_search,precision,0.4103,False
yolo11m,256,test_a01,baseline,precision,0.9234,True
yolo11m,256,test_a01,bo_exploration,precision,0.8856,True
yolo11m,256,test_a01,bo_exploitation,precision,0.8768,True
yolo11m,256,test_a01,grid_search,precision,0.8856,True
yolo11m,256,test_a02,baseline,precision,0.7903,True
yolo11m,256,test_a02,bo_exploration,precision,0.7668,True
yolo11m,256,test_a02,bo_exploitation,precision,0.769,True
yolo11m,256,test_a02,grid_search,precision,0.7115,True
yolo11m,256,test_a03,baseline,precision,0.8403,True
yolo11m,256,test_a03,bo_exploration,precision,0.8145,True
yolo11m,256,test_a03,bo_exploitation,precision,0.8251,True
yolo11m,256,test_a03,grid_search,precision,0.8401,True
yolo11m,256,test_b01,baseline,precision,0.7396,False
yolo11m,256,test_b01,bo_exploration,precision,0.774,False
yolo11m,256,test_b01,bo_exploitation,precision,0.7397,False
yolo11m,256,test_b01,grid_search,precision,0.769,False
yolo11m,256,test_b02,baseline,precision,0.5326,False
yolo11m,256,test_b02,bo_exploration,precision,0.5733,False
yolo11m,256,test_b02,bo_exploitation,precision,0.5803,False
yolo11m,256,test_b02,grid_search,precision,0.6039,False
yolo11m,256,test_b03,baseline,precision,0.5321,False
yolo11m,256,test_b03,bo_exploration,precision,0.3581,False
yolo11m,256,test_b03,bo_exploitation,precision,0.3795,False
yolo11m,256,test_b03,grid_search,precision,0.3899,False
yolo11m,1024,test_a01,baseline,precision,0.9542,True
yolo11m,1024,test_a01,bo_exploration,precision,0.9501,True
yolo11m,1024,test_a01,bo_exploitation,precision,0.941,True
yolo11m,1024,test_a01,grid_search,precision,0.9501,True
yolo11m,1024,test_a02,baseline,precision,0.8644,True
yolo11m,1024,test_a02,bo_exploration,precision,0.8313,True
yolo11m,1024,test_a02,bo_exploitation,precision,0.8107,True
yolo11m,1024,test_a02,grid_search,precision,0.8912,True
yolo11m,1024,test_a03,baseline,precision,0.8988,True
yolo11m,1024,test_a03,bo_exploration,precision,0.8979,True
yolo11m,1024,test_a03,bo_exploitation,precision,0.8925,True
yolo11m,1024,test_a03,grid_search,precision,0.885,True
yolo11m,1024,test_b01,baseline,precision,0.8414,False
yolo11m,1024,test_b01,bo_exploration,precision,0.8595,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.8798,False
yolo11m,1024,test_b01,grid_search,precision,0.8689,False
yolo11m,1024,test_b02,baseline,precision,0.6277,False
yolo11m,1024,test_b02,bo_exploration,precision,0.5863,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.5789,False
yolo11m,1024,test_b02,grid_search,precision,0.5968,False
yolo11m,1024,test_b03,baseline,precision,0.9091,False
yolo11m,1024,test_b03,bo_exploration,precision,0.7143,False
yolo11m,1024,test_b03,bo_exploitation,precision,0.6797,False
yolo11m,1024,test_b03,grid_search,precision,0.6795,False
yolo11n,64,test_a01,baseline,precision,0.8628,True
yolo11n,64,test_a01,bo_exploration,precision,0.8556,True
yolo11n,64,test_a01,bo_exploitation,precision,0.8556,True
yolo11n,64,test_a01,grid_search,precision,0.8556,True
yolo11n,64,test_a02,baseline,precision,0.7283,True
yolo11n,64,test_a02,bo_exploration,precision,0.6948,True
yolo11n,64,test_a02,bo_exploitation,precision,0.6113,True
yolo11n,64,test_a02,grid_search,precision,0.6109,True
yolo11n,64,test_a03,baseline,precision,0.7582,True
yolo11n,64,test_a03,bo_exploration,precision,0.7139,True
yolo11n,64,test_a03,bo_exploitation,precision,0.7352,True
yolo11n,64,test_a03,grid_search,precision,0.713,True
yolo11n,64,test_b01,baseline,precision,0.5129,False
yolo11n,64,test_b01,bo_exploration,precision,0.3594,False
yolo11n,64,test_b01,bo_exploitation,precision,0.4932,False
yolo11n,64,test_b01,grid_search,precision,0.4938,False
yolo11n,64,test_b02,baseline,precision,0.6712,False
yolo11n,64,test_b02,bo_exploration,precision,0.7934,False
yolo11n,64,test_b02,bo_exploitation,precision,0.6064,False
yolo11n,64,test_b02,grid_search,precision,0.669,False
yolo11n,64,test_b03,baseline,precision,0.4932,False
yolo11n,64,test_b03,bo_exploration,precision,0.5647,False
yolo11n,64,test_b03,bo_exploitation,precision,0.3033,False
yolo11n,64,test_b03,grid_search,precision,0.3258,False
yolo11n,256,test_a01,baseline,precision,0.9387,True
yolo11n,256,test_a01,bo_exploration,precision,0.8742,True
yolo11n,256,test_a01,bo_exploitation,precision,0.9315,True
yolo11n,256,test_a01,grid_search,precision,0.8884,True
yolo11n,256,test_a02,baseline,precision,0.8187,True
yolo11n,256,test_a02,bo_exploration,precision,0.8071,True
yolo11n,256,test_a02,bo_exploitation,precision,0.7389,True
yolo11n,256,test_a02,grid_search,precision,0.7803,True
yolo11n,256,test_a03,baseline,precision,0.7429,True
yolo11n,256,test_a03,bo_exploration,precision,0.7507,True
yolo11n,256,test_a03,bo_exploitation,precision,0.7041,True
yolo11n,256,test_a03,grid_search,precision,0.5968,True
yolo11n,256,test_b01,baseline,precision,0.6889,False
yolo11n,256,test_b01,bo_exploration,precision,0.6223,False
yolo11n,256,test_b01,bo_exploitation,precision,0.6428,False
yolo11n,256,test_b01,grid_search,precision,0.6129,False
yolo11n,256,test_b02,baseline,precision,0.7957,False
yolo11n,256,test_b02,bo_exploration,precision,0.6561,False
yolo11n,256,test_b02,bo_exploitation,precision,0.792,False
yolo11n,256,test_b02,grid_search,precision,0.7018,False
yolo11n,256,test_b03,baseline,precision,0.7353,False
yolo11n,256,test_b03,bo_exploration,precision,0.3453,False
yolo11n,256,test_b03,bo_exploitation,precision,0.5338,False
yolo11n,256,test_b03,grid_search,precision,0.4,False
yolo11n,1024,test_a01,baseline,precision,0.9487,True
yolo11n,1024,test_a01,bo_exploration,precision,0.92,True
yolo11n,1024,test_a01,bo_exploitation,precision,0.8954,True
yolo11n,1024,test_a01,grid_search,precision,0.8819,True
yolo11n,1024,test_a02,baseline,precision,0.8454,True
yolo11n,1024,test_a02,bo_exploration,precision,0.7935,True
yolo11n,1024,test_a02,bo_exploitation,precision,0.8316,True
yolo11n,1024,test_a02,grid_search,precision,0.8379,True
yolo11n,1024,test_a03,baseline,precision,0.8119,True
yolo11n,1024,test_a03,bo_exploration,precision,0.7965,True
yolo11n,1024,test_a03,bo_exploitation,precision,0.8019,True
yolo11n,1024,test_a03,grid_search,precision,0.7881,True
yolo11n,1024,test_b01,baseline,precision,0.6966,False
yolo11n,1024,test_b01,bo_exploration,precision,0.6071,False
yolo11n,1024,test_b01,bo_exploitation,precision,0.7488,False
yolo11n,1024,test_b01,grid_search,precision,0.7599,False
yolo11n,1024,test_b02,baseline,precision,0.6683,False
yolo11n,1024,test_b02,bo_exploration,precision,0.5152,False
yolo11n,1024,test_b02,bo_exploitation,precision,0.5447,False
yolo11n,1024,test_b02,grid_search,precision,0.6615,False
yolo11n,1024,test_b03,baseline,precision,0.8519,False
yolo11n,1024,test_b03,bo_exploration,precision,0.6695,False
yolo11n,1024,test_b03,bo_exploitation,precision,0.5294,False
yolo11n,1024,test_b03,grid_search,precision,0.3315,False
yolo11m,64,test_a01,baseline,precision,0.8782,True
yolo11m,64,test_a01,bo_exploration,precision,0.8712,True
yolo11m,64,test_a01,bo_exploitation,precision,0.8671,True
yolo11m,64,test_a01,grid_search,precision,0.8888,True
yolo11m,64,test_a02,baseline,precision,0.7581,True
yolo11m,64,test_a02,bo_exploration,precision,0.7152,True
yolo11m,64,test_a02,bo_exploitation,precision,0.7152,True
yolo11m,64,test_a02,grid_search,precision,0.7152,True
yolo11m,64,test_a03,baseline,precision,0.76,True
yolo11m,64,test_a03,bo_exploration,precision,0.7619,True
yolo11m,64,test_a03,bo_exploitation,precision,0.7665,True
yolo11m,64,test_a03,grid_search,precision,0.7219,True
yolo11m,64,test_b01,baseline,precision,0.6672,False
yolo11m,64,test_b01,bo_exploration,precision,0.4868,False
yolo11m,64,test_b01,bo_exploitation,precision,0.4917,False
yolo11m,64,test_b01,grid_search,precision,0.488,False
yolo11m,64,test_b02,baseline,precision,0.75,False
yolo11m,64,test_b02,bo_exploration,precision,0.7728,False
yolo11m,64,test_b02,bo_exploitation,precision,0.7532,False
yolo11m,64,test_b02,grid_search,precision,0.7532,False
yolo11m,64,test_b03,baseline,precision,0.382,False
yolo11m,64,test_b03,bo_exploration,precision,0.2212,False
yolo11m,64,test_b03,bo_exploitation,precision,0.2205,False
yolo11m,64,test_b03,grid_search,precision,0.1816,False
yolo11m,256,test_a01,baseline,precision,0.9387,True
yolo11m,256,test_a01,bo_exploration,precision,0.9338,True
yolo11m,256,test_a01,bo_exploitation,precision,0.9338,True
yolo11m,256,test_a01,grid_search,precision,0.9338,True
yolo11m,256,test_a02,baseline,precision,0.8702,True
yolo11m,256,test_a02,bo_exploration,precision,0.7451,True
yolo11m,256,test_a02,bo_exploitation,precision,0.7576,True
yolo11m,256,test_a02,grid_search,precision,0.7785,True
yolo11m,256,test_a03,baseline,precision,0.8401,True
yolo11m,256,test_a03,bo_exploration,precision,0.8443,True
yolo11m,256,test_a03,bo_exploitation,precision,0.8256,True
yolo11m,256,test_a03,grid_search,precision,0.828,True
yolo11m,256,test_b01,baseline,precision,0.7375,False
yolo11m,256,test_b01,bo_exploration,precision,0.7551,False
yolo11m,256,test_b01,bo_exploitation,precision,0.6757,False
yolo11m,256,test_b01,grid_search,precision,0.7622,False
yolo11m,256,test_b02,baseline,precision,0.8367,False
yolo11m,256,test_b02,bo_exploration,precision,0.6838,False
yolo11m,256,test_b02,bo_exploitation,precision,0.8318,False
yolo11m,256,test_b02,grid_search,precision,0.7253,False
yolo11m,256,test_b03,baseline,precision,0.8611,False
yolo11m,256,test_b03,bo_exploration,precision,0.6443,False
yolo11m,256,test_b03,bo_exploitation,precision,0.6828,False
yolo11m,256,test_b03,grid_search,precision,0.1977,False
yolo11m,1024,test_a01,baseline,precision,0.9482,True
yolo11m,1024,test_a01,bo_exploration,precision,0.9306,True
yolo11m,1024,test_a01,bo_exploitation,precision,0.917,True
yolo11m,1024,test_a01,grid_search,precision,0.9162,True
yolo11m,1024,test_a02,baseline,precision,0.8311,True
yolo11m,1024,test_a02,bo_exploration,precision,0.8113,True
yolo11m,1024,test_a02,bo_exploitation,precision,0.7994,True
yolo11m,1024,test_a02,grid_search,precision,0.8384,True
yolo11m,1024,test_a03,baseline,precision,0.8985,True
yolo11m,1024,test_a03,bo_exploration,precision,0.887,True
yolo11m,1024,test_a03,bo_exploitation,precision,0.8924,True
yolo11m,1024,test_a03,grid_search,precision,0.879,True
yolo11m,1024,test_b01,baseline,precision,0.8695,False
yolo11m,1024,test_b01,bo_exploration,precision,0.7452,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.8682,False
yolo11m,1024,test_b01,grid_search,precision,0.6787,False
yolo11m,1024,test_b02,baseline,precision,0.5277,False
yolo11m,1024,test_b02,bo_exploration,precision,0.4757,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.4807,False
